Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE,Median AE
2,򤫉񵎏񤙒󟢱򓒷򙧏,󟢱񤙒,0.16666666666666663,0.16666666666666663,0.33333333333333326,0,4615.2785728187464,,4615.2785728187464,4615.2785728187464
2,𩞉,,0.0,0.0,0.0,3084972,0,,3084972.0,3084972.0
2,򇿟,,0.0,0.0,0.0,0,0,,0.0,0.0
2,򔜴,,0.0,0.0,0.0,0,0,,0.0,0.0
2,򇿟,,0.0,0.0,0.0,1,0,,1.0,1.0
2,򇿟,,0.0,0.0,0.0,1,0,,1.0,1.0
2,򇿟,,0.0,0.0,0.0,1,0,,1.0,1.0
2,󟢱񤙒𷋅,󟢱񤙒,0.6666666666666667,0.6666666666666667,0.6666666666666666,1,4634.3106067378249,,4633.3106067378249,4633.3106067378249
2,󟢱𨲪񵎏񤙒򙧏򓒷,,0.0,0.0,0.0,0,0,,0.0,0.0
2,𓄊𡃫񋕜񛧑,,0.0,0.0,0.0,1,0,,1.0,1.0
3,󟢱񤙒,,0.0,0.0,0.0,0,0,,0.0,0.0
3,󦀵񛧑񋕜,,0.0,0.0,0.0,0,0,,0.0,0.0
3,𓄊񖻹󦀵,,0.0,0.0,0.0,0,0,,0.0,0.0
3,𷋅񤙒,,0.0,0.0,0.0,1,0,,1.0,1.0
3,񤙒񵎏,,0.0,0.0,0.0,0,0,,0.0,0.0
3,񵎏󟢱,,0.0,0.0,0.0,0,0,,0.0,0.0
3,𓄊񋕜񛧑,,0.0,0.0,0.0,1,0,,1.0,1.0
3,𓄊𡃫񖻹,,0.0,0.0,0.0,0,0,,0.0,0.0
3,𷋅񵎏,,0.0,0.0,0.0,0,0,,0.0,0.0
3,񵎏𷋅󟢱,񤙒,0.0,0.0,0.0,0,2575.8740223206414,,2575.8740223206414,2575.8740223206414
3,񤙒񵎏,,0.0,0.0,0.0,0,0,,0.0,0.0
3,񖻹񋕜󦀵,,0.0,0.0,0.0,0,0,,0.0,0.0
3,󟢱񤙒,,0.0,0.0,0.0,0,0,,0.0,0.0
3,񤙒𷋅,,0.0,0.0,0.0,0,0,,0.0,0.0
3,񤙒󟢱,,0.0,0.0,0.0,0,0,,0.0,0.0
3,󟢱񵎏𷋅,񤙒,0.0,0.0,0.0,0,3390.3828377146492,,3390.3828377146492,3390.3828377146492
3,󟢱񵎏򓒷򤫉񤙒𨲪,񤙒,0.16666666666666663,0.16666666666666663,0.16666666666666663,1,2636.6450370849634,,2635.6450370849634,2635.6450370849634
3,񵎏򤫉񤙒𨲪򓒷򙧏,񤙒񤙒,0.16666666666666663,0.16666666666666663,0.16666666666666663,1,3004.2023230521681,,3003.2023230521681,3003.2023230521681
3,򓒷󟢱򤫉𨲪򙧏񤙒,񤙒񤙒,0.16666666666666663,0.16666666666666663,0.16666666666666663,1,3878.659450304498,,3877.659450304498,3877.659450304498
3,󟢱򤫉򓒷𨲪񵎏򙧏,񤙒,0.0,0.0,0.0,0,2421.029265201601,,2421.029265201601,2421.029265201601
3,񵎏񤙒󟢱򓒷򙧏,񤙒,0.19999999999999996,0.19999999999999996,0.19999999999999996,0,1804.291922429531,,1804.291922429531,1804.291922429531
3,񤙒𷋅,񤙒,0.5,0.5,0.5,1,1395.3305660190911,,1394.3305660190911,1394.3305660190911
3,𨲪񵎏񤙒򙧏򓒷,,0.0,0.0,0.0,0,0,,0.0,0.0
3,𡃫񋕜񛧑,,0.0,0.0,0.0,1,0,,1.0,1.0
4,񤙒,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񛧑񋕜,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񖻹󦀵,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񤙒,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񵎏,,0.0,0.0,0.0,0,0,,0.0,0.0
4,󟢱,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񋕜񛧑,,0.0,0.0,0.0,0,0,,0.0,0.0
4,𡃫񖻹,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񵎏,,0.0,0.0,0.0,0,0,,0.0,0.0
4,𷋅󟢱,񤙒,0.0,0.0,0.0,0,1979.5363094217571,,1979.5363094217571,1979.5363094217571
4,񵎏,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񋕜󦀵,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񤙒,,0.0,0.0,0.0,0,0,,0.0,0.0
4,𷋅,,0.0,0.0,0.0,0,0,,0.0,0.0
4,󟢱,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񵎏𷋅,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񵎏򓒷򤫉񤙒𨲪,񤙒,0.19999999999999996,0.19999999999999996,0.19999999999999996,1,1834.00273324964,,1833.00273324964,1833.00273324964
4,򤫉񤙒𨲪򓒷򙧏,񤙒,0.19999999999999996,0.19999999999999996,0.19999999999999996,1,1086.4961513904063,,1085.4961513904063,1085.4961513904063
4,󟢱򤫉𨲪򙧏񤙒,,0.0,0.0,0.0,1,0,,1.0,1.0
4,򤫉򓒷𨲪񵎏򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񤙒󟢱򓒷򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
4,𷋅,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񵎏񤙒򙧏򓒷,,0.0,0.0,0.0,0,0,,0.0,0.0
4,񋕜񛧑,,0.0,0.0,0.0,1,0,,1.0,1.0
5,񋕜,,0.0,0.0,0.0,0,0,,0.0,0.0
5,󦀵,,0.0,0.0,0.0,0,0,,0.0,0.0
5,񛧑,,0.0,0.0,0.0,0,0,,0.0,0.0
5,񖻹,,0.0,0.0,0.0,0,0,,0.0,0.0
5,󟢱,,0.0,0.0,0.0,0,0,,0.0,0.0
5,󦀵,,0.0,0.0,0.0,0,0,,0.0,0.0
5,𷋅,,0.0,0.0,0.0,0,0,,0.0,0.0
5,򓒷򤫉񤙒𨲪,,0.0,0.0,0.0,1,0,,1.0,1.0
5,񤙒𨲪򓒷򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
5,򤫉𨲪򙧏񤙒,,0.0,0.0,0.0,1,0,,1.0,1.0
5,򓒷𨲪񵎏򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
5,󟢱򓒷򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
5,񤙒򙧏򓒷,,0.0,0.0,0.0,0,0,,0.0,0.0
5,񛧑,,0.0,0.0,0.0,0,0,,0.0,0.0
6,򤫉񤙒𨲪,,0.0,0.0,0.0,1,0,,1.0,1.0
6,𨲪򓒷򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
6,𨲪򙧏񤙒,,0.0,0.0,0.0,0,0,,0.0,0.0
6,𨲪񵎏򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
6,򓒷򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
6,򙧏򓒷,,0.0,0.0,0.0,0,0,,0.0,0.0
7,񤙒𨲪,,0.0,0.0,0.0,0,0,,0.0,0.0
7,򓒷򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
7,򙧏񤙒,,0.0,0.0,0.0,0,0,,0.0,0.0
7,񵎏򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
7,򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
7,򓒷,,0.0,0.0,0.0,0,0,,0.0,0.0
8,𨲪,,0.0,0.0,0.0,0,0,,0.0,0.0
8,򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
8,񤙒,,0.0,0.0,0.0,0,0,,0.0,0.0
8,򙧏,,0.0,0.0,0.0,0,0,,0.0,0.0
